title,genre,cast,director,story_tags,mood_tag,goal_tag,poster_url
The Deep End of the Ocean,Drama | Mystery,Michelle Pfeiffer | Treat Williams | Whoopi Goldberg | Jonathan Jackson | Cory Buck,Ulu Grosbard,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss.",neutral,relationships,
FearDotCom,Horror | Thriller,Stephen Dorff | Natascha McElhone | Stephen Rea | Udo Kier | Amelia Curtis,William Malone,"With four corpses on his hands, New York City gumshoe Mike Reilly (Stephen Dorff) teams with Department of Health worker Terry Huston (Natascha McElhone) to track down a homicidal sadist who telecasts shocking acts of torture on the Internet. But they have their work cut out: It seems the victims' only link is that they all went toes up 48 hours after logging on a site known as feardotcom.com. Stephen Rea also stars in this gruesome thriller.",sad,general,
Cirque du Freak: The Vampire's Assistant,Adventure | Fantasy | Action | Thriller,John C. Reilly | Josh Hutcherson | Chris Massoglia | Patrick Fugit | Salma Hayek,Paul Weitz,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",neutral,general,
Duplex,Action | Comedy | Thriller,Ben Stiller | Drew Barrymore | Eileen Essell | Amber Valletta | Justin Theroux,Danny DeVito,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",neutral,self growth,
Soul Men,Comedy | Music,Samuel L. Jackson | Bernie Mac | Sharon Leal | Adam Herschman | Sean Hayes,Malcolm D. Lee,"Two former backup soul singers, Louis and Floyd, have not spoken to each other in 20 years, and reluctantly agree to travel across the country together to a reunion concert to honor their recently-deceased lead singer. Cleo, a beautiful young woman who is believed to be Floyd's daughter, accompanies them as a new singer.",neutral,general,
Raise the Titanic,Action | Drama | Thriller,M. Emmet Walsh | Richard Jordan | David Selby | Anne Archer | Alec Guinness,Jerry Jameson,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic.",neutral,general,
Universal Soldier: The Return,Action | Science Fiction,Jean-Claude Van Damme | Kiana Tom | Bill Goldberg | Michael Jai White | Heidi Schanz,Mic Rodgers,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth (Michael Jai White), the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",sad,general,
Pandorum,Action | Horror | Mystery | Science Fiction | Thriller,Ben Foster | Dennis Quaid | Cam Gigandet | Antje Traue | Cung Le,Christian Alvart,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",neutral,general,http://www.pandorummovie.com/
Impostor,Action | Science Fiction | Thriller,Gary Sinise | Madeleine Stowe | Mekhi Phifer | Vincent D'Onofrio | Tony Shalhoub,Gary Fleder,"Gary Sinise plays Spencer Olham, a top-secret government weapons designer who is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.",neutral,general,
Extreme Ops,Action | Adventure | Drama | Thriller,Devon Sawa | Bridgette Wilson | Rufus Sewell | Rupert Graves | Heino Ferch,Christian Duguay,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists.",neutral,general,
Just Visiting,Comedy | Fantasy | Science Fiction,Jean Reno | Christina Applegate | Christian Clavier | Matt Ross | Tara Reid,Jean-Marie Poiré,"A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard.",neutral,relationships,
Sunshine,Science Fiction | Thriller,Cillian Murphy | Rose Byrne | Chris Evans | Michelle Yeoh | Cliff Curtis,Danny Boyle,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",neutral,general,
A Thousand Words,Drama | Comedy,Eddie Murphy | Allison Janney | Cliff Curtis | Clark Duke | Kerry Washington,Brian Robbins,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",neutral,entertainment,http://www.thousandwordsmovie.com/
Delgo,Adventure | Fantasy | Animation | Comedy | Science Fiction | Family,Freddie Prinze Jr. | Jennifer Love Hewitt | Val Kilmer | Anne Bancroft | Chris Kattan,Marc F. Adler,"In a divided land, it takes a rebellious boy and his clandestine love for a Princess of an opposing race to stop a war orchestrated by a power hungry villain.",happy,relationships,http://www.delgo.com/
The Gunman,Action | Drama | Crime,Sean Penn | Jasmine Trinca | Javier Bardem | Ray Winstone | Mark Rylance,Pierre Morel,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.",happy,relationships,
Stormbreaker,Adventure | Action | Family,Alex Pettyfer | Sarah Bolger | Ewan McGregor | Robbie Coltrane | Stephen Fry,Geoffrey Sax,"Alex Rider thinks he is a normal school boy, until his uncle is killed. He discovers that his uncle was actually spy on a mission, when he was killed. Alex is recruited by Alan Blunt to continue the mission. He is sent to Cornwall to investigate a new computer system, which Darrius Sayle has created. He plans to give the new computer systems to every school in the country, but Mr. Blunt has other ideas and Alex must find out what it is.",neutral,general,
Disturbia,Thriller | Drama | Mystery,Shia LaBeouf | Sarah Roemer | Carrie-Anne Moss | David Morse | Aaron Yoo,D.J. Caruso,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner.",neutral,general,http://www.disturbia.com/
Hackers,Action | Crime | Thriller | Drama,Jonny Lee Miller | Angelina Jolie | Jesse Bradford | Matthew Lillard | Renoly Santiago,Iain Softley,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",neutral,general,
The Hunting Party,Action | Adventure | Thriller | Drama,Richard Gere | Terrence Howard | James Brolin | Diane Kruger | Jesse Eisenberg,Richard Shepard,"An emerging journalist (Jesse Eisenberg), an experienced cameraman (Terrence Howard), and a discredited reporter (Richard Gere) find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad in a light-hearted thriller inspired by Scott Anderson's popular Esquire article. The Weinstein Company provides stateside",sad,self growth,http://www.thehuntingpartymovie.com/
The Hudsucker Proxy,Comedy | Drama,Tim Robbins | Jennifer Jason Leigh | Paul Newman | Charles Durning | John Mahoney,Joel Coen,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,neutral,general,
The Warlords,Action | Drama | History,Jet Li | Andy Lau | Takeshi Kaneshiro | Xu Jinglei | Wei Zongwan,Peter Chan,"A heroic tale of three blood brothers and their struggle in the midst of war and political upheaval. It is based on ""The Assassination of Ma,"" a Qing Dynasty (1644-1911) story about the killing of general Ma Xinyi.",sad,general,
Nomad: The Warrior,Action | History | War,Kuno Becker | Jay Hernandez | Jason Scott Lee | Doskhan Zholzhaksynov | Ayanat Ksenbai,Sergei Bodrov Jr.,"The Nomad is a historical epic set in 18th-century Kazakhstan. The film is a fictionalised account of the youth and coming-of-age of Ablai Khan, as he grows and fights to defend the fortress at Hazrat-e Turkestan from Dzungar invaders.",excited,general,
